CNTRY_NAME,CNTRY_CODE,ADM1_NAME,ADM1_CODE,ADM2_NAME,ADM2_CODE,HRname,HRpcode,HRparent
Nigeria,NGA,Ogun,NGA028,Obafemi-Owode,NGA028015,Obafemi-Owode,NG028015,NG028
Nigeria,NGA,Ogun,NGA028,Odeda,NGA028016,Odeda,NG028016,NG028
Nigeria,NGA,Ogun,NGA028,Odogbolu,NGA028017,Odogbolu,NG028017,NG028
Nigeria,NGA,Ogun,NGA028,Ogun waterside,NGA028018,Ogun waterside,NG028018,NG028
Nigeria,NGA,Ogun,NGA028,Remo North,NGA028019,Remo North,NG028019,NG028
Nigeria,NGA,Ogun,NGA028,Shagamu,NGA028020,Shagamu,NG028020,NG028
Nigeria,NGA,Ondo,NGA029,Akoko North East,NGA029001,Akoko North East,NG029001,NG029
Nigeria,NGA,Ondo,NGA029,Akoko North West,NGA029002,Akoko North West,NG029002,NG029
Nigeria,NGA,Ondo,NGA029,Akoko South East,NGA029003,Akoko South East,NG029003,NG029
Nigeria,NGA,Ondo,NGA029,Akoko South West,NGA029004,Akoko South West,NG029004,NG029
Nigeria,NGA,Ondo,NGA029,Akure North,NGA029005,Akure North,NG029005,NG029
Nigeria,NGA,Ondo,NGA029,Akure South,NGA029006,Akure South,NG029006,NG029
Nigeria,NGA,Ondo,NGA029,Ese-Odo,NGA029007,Ese-Odo,NG029007,NG029
Nigeria,NGA,Ondo,NGA029,Idanre,NGA029008,Idanre,NG029008,NG029
Nigeria,NGA,Ondo,NGA029,Ifedore,NGA029009,Ifedore,NG029009,NG029
Nigeria,NGA,Ondo,NGA029,Ile-Oluji-Okeigbo,NGA029011,Ile-Oluji-Okeigbo,NG029011,NG029
Nigeria,NGA,Ondo,NGA029,Irele,NGA029012,Irele,NG029012,NG029
Nigeria,NGA,Ondo,NGA029,Odigbo,NGA029013,Odigbo,NG029013,NG029
Nigeria,NGA,Ondo,NGA029,Okitipupa,NGA029014,Okitipupa,NG029014,NG029
Nigeria,NGA,Ondo,NGA029,Ondo East,NGA029015,Ondo East,NG029015,NG029
Nigeria,NGA,Ondo,NGA029,Ondo West,NGA029016,Ondo West,NG029016,NG029
Nigeria,NGA,Ondo,NGA029,Ose,NGA029017,Ose,NG029017,NG029
Nigeria,NGA,Ondo,NGA029,Owo,NGA029018,Owo,NG029018,NG029
Nigeria,NGA,Osun,NGA030,Aiyedade,NGA030001,Aiyedade,NG030001,NG030
Nigeria,NGA,Osun,NGA030,Aiyedire,NGA030002,Aiyedire,NG030002,NG030
Nigeria,NGA,Osun,NGA030,Atakumosa East,NGA030003,Atakumosa East,NG030003,NG030
Nigeria,NGA,Osun,NGA030,Atakumosa West,NGA030004,Atakumosa West,NG030004,NG030
Nigeria,NGA,Osun,NGA030,Boluwaduro,NGA030005,Boluwaduro,NG030005,NG030
Nigeria,NGA,Osun,NGA030,Boripe,NGA030006,Boripe,NG030006,NG030
Nigeria,NGA,Osun,NGA030,Ede North,NGA030007,Ede North,NG030007,NG030
Nigeria,NGA,Osun,NGA030,Ede South,NGA030008,Ede South,NG030008,NG030
Nigeria,NGA,Osun,NGA030,Egbedore,NGA030009,Egbedore,NG030009,NG030
Nigeria,NGA,Osun,NGA030,Ejigbo,NGA030010,Ejigbo,NG030010,NG030
Nigeria,NGA,Osun,NGA030,Ife Central,NGA030011,Ife Central,NG030011,NG030
Nigeria,NGA,Osun,NGA030,Ife East,NGA030012,Ife East,NG030012,NG030
Nigeria,NGA,Osun,NGA030,Ife North,NGA030013,Ife North,NG030013,NG030
Nigeria,NGA,Osun,NGA030,Ife South,NGA030014,Ife South,NG030014,NG030
Nigeria,NGA,Osun,NGA030,Ifedayo,NGA030015,Ifedayo,NG030015,NG030
Nigeria,NGA,Osun,NGA030,Ifelodun,NGA030016,Ifelodun,NG030016,NG030
Nigeria,NGA,Osun,NGA030,Ila,NGA030017,Ila,NG030017,NG030
Nigeria,NGA,Osun,NGA030,Ilesha East,NGA030018,Ilesha East,NG030018,NG030
Nigeria,NGA,Osun,NGA030,Ilesha West,NGA030019,Ilesha West,NG030019,NG030
Nigeria,NGA,Osun,NGA030,Irepodun,NGA030020,Irepodun,NG030020,NG030
Nigeria,NGA,Osun,NGA030,Irewole,NGA030021,Irewole,NG030021,NG030
Nigeria,NGA,Osun,NGA030,Isokan,NGA030022,Isokan,NG030022,NG030
Nigeria,NGA,Osun,NGA030,Iwo,NGA030023,Iwo,NG030023,NG030
Nigeria,NGA,Osun,NGA030,Obokun,NGA030024,Obokun,NG030024,NG030
Nigeria,NGA,Osun,NGA030,Odo-Otin,NGA030025,Odo-Otin,NG030025,NG030
Nigeria,NGA,Osun,NGA030,Ola-oluwa,NGA030026,Ola-oluwa,NG030026,NG030
Nigeria,NGA,Osun,NGA030,Olorunda,NGA030027,Olorunda,NG030027,NG030
Nigeria,NGA,Osun,NGA030,Oriade,NGA030028,Oriade,NG030028,NG030
Nigeria,NGA,Osun,NGA030,Orolu,NGA030029,Orolu,NG030029,NG030
Nigeria,NGA,Osun,NGA030,Osogbo,NGA030030,Osogbo,NG030030,NG030
Nigeria,NGA,Oyo,NGA031,Afijio,NGA031001,Afijio,NG031001,NG031
Nigeria,NGA,Oyo,NGA031,Akinyele,NGA031002,Akinyele,NG031002,NG031
Nigeria,NGA,Oyo,NGA031,Atiba,NGA031003,Atiba,NG031003,NG031
Nigeria,NGA,Oyo,NGA031,Egbeda,NGA031005,Egbeda,NG031005,NG031
Nigeria,NGA,Oyo,NGA031,Ibadan North,NGA031006,Ibadan North,NG031006,NG031
Nigeria,NGA,Oyo,NGA031,Ibadan North East,NGA031007,Ibadan North East,NG031007,NG031
Nigeria,NGA,Oyo,NGA031,Ibadan North West,NGA031008,Ibadan North West,NG031008,NG031
Nigeria,NGA,Oyo,NGA031,Ibadan South East,NGA031009,Ibadan South East,NG031009,NG031
Nigeria,NGA,Oyo,NGA031,Ibadan South West,NGA031010,Ibadan South West,NG031010,NG031
Nigeria,NGA,Oyo,NGA031,Ibarapa Central,NGA031011,Ibarapa Central,NG031011,NG031
Nigeria,NGA,Oyo,NGA031,Ibarapa East,NGA031012,Ibarapa East,NG031012,NG031
Nigeria,NGA,Oyo,NGA031,Ibarapa North,NGA031013,Ibarapa North,NG031013,NG031
Nigeria,NGA,Oyo,NGA031,Ido,NGA031014,Ido,NG031014,NG031
Nigeria,NGA,Oyo,NGA031,Irepo,NGA031015,Irepo,NG031015,NG031
Nigeria,NGA,Oyo,NGA031,Iseyin,NGA031016,Iseyin,NG031016,NG031
Nigeria,NGA,Oyo,NGA031,Itesiwaju,NGA031017,Itesiwaju,NG031017,NG031
Nigeria,NGA,Oyo,NGA031,Kajola,NGA031019,Kajola,NG031019,NG031
Nigeria,NGA,Oyo,NGA031,Lagelu,NGA031020,Lagelu,NG031020,NG031
Nigeria,NGA,Oyo,NGA031,Ogbomosho North,NGA031021,Ogbomosho North,NG031021,NG031
Nigeria,NGA,Oyo,NGA031,Ogbomosho South,NGA031022,Ogbomosho South,NG031022,NG031
Nigeria,NGA,Oyo,NGA031,Ogo Oluwa,NGA031023,Ogo Oluwa,NG031023,NG031
Nigeria,NGA,Oyo,NGA031,Olorunsogo,NGA031024,Olorunsogo,NG031024,NG031
Nigeria,NGA,Oyo,NGA031,Oluyole,NGA031025,Oluyole,NG031025,NG031
Nigeria,NGA,Oyo,NGA031,Ona-Ara,NGA031026,Ona-Ara,NG031026,NG031
Nigeria,NGA,Oyo,NGA031,Orelope,NGA031027,Orelope,NG031027,NG031
Nigeria,NGA,Oyo,NGA031,Ori Ire,NGA031028,Ori Ire,NG031028,NG031
Nigeria,NGA,Oyo,NGA031,Oyo East,NGA031029,Oyo East,NG031029,NG031
Nigeria,NGA,Oyo,NGA031,Oyo West,NGA031030,Oyo West,NG031030,NG031
Nigeria,NGA,Oyo,NGA031,Saki East,NGA031031,Saki East,NG031031,NG031
Nigeria,NGA,Oyo,NGA031,Saki West,NGA031032,Saki West,NG031032,NG031
Nigeria,NGA,Oyo,NGA031,Surulere,NGA031033,Surulere,NG031033,NG031
Nigeria,NGA,Plateau,NGA032,Barikin Ladi,NGA032001,Barikin Ladi,NG032001,NG032
Nigeria,NGA,Plateau,NGA032,Bassa,NGA032002,Bassa,NG032002,NG032
Nigeria,NGA,Plateau,NGA032,Bokkos,NGA032003,Bokkos,NG032003,NG032
Nigeria,NGA,Plateau,NGA032,Jos East,NGA032004,Jos East,NG032004,NG032
Nigeria,NGA,Plateau,NGA032,Jos North,NGA032005,Jos North,NG032005,NG032
Nigeria,NGA,Plateau,NGA032,Jos South,NGA032006,Jos South,NG032006,NG032
Nigeria,NGA,Plateau,NGA032,Kanam,NGA032007,Kanam,NG032007,NG032
Nigeria,NGA,Plateau,NGA032,Kanke,NGA032008,Kanke,NG032008,NG032
Nigeria,NGA,Plateau,NGA032,Langtang North,NGA032009,Langtang North,NG032009,NG032
Nigeria,NGA,Plateau,NGA032,Langtang South,NGA032010,Langtang South,NG032010,NG032
Nigeria,NGA,Plateau,NGA032,Mangu,NGA032011,Mangu,NG032011,NG032
Nigeria,NGA,Plateau,NGA032,Mikang,NGA032012,Mikang,NG032012,NG032
Nigeria,NGA,Plateau,NGA032,Pankshin,NGA032013,Pankshin,NG032013,NG032
Nigeria,NGA,Plateau,NGA032,Qua'an Pan,NGA032014,Qua'an Pan,NG032014,NG032
Nigeria,NGA,Plateau,NGA032,Riyom,NGA032015,Riyom,NG032015,NG032
Nigeria,NGA,Plateau,NGA032,Shendam,NGA032016,Shendam,NG032016,NG032
Nigeria,NGA,Plateau,NGA032,Wase,NGA032017,Wase,NG032017,NG032
Nigeria,NGA,Rivers,NGA033,Abua/Odual,NGA033001,Abua/Odual,NG033001,NG033
Nigeria,NGA,Rivers,NGA033,Ahoada East,NGA033002,Ahoada East,NG033002,NG033
Nigeria,NGA,Rivers,NGA033,Ahoada West,NGA033003,Ahoada West,NG033003,NG033
Nigeria,NGA,Rivers,NGA033,Andoni,NGA033005,Andoni,NG033005,NG033
Nigeria,NGA,Rivers,NGA033,Asari-Toru,NGA033006,Asari-Toru,NG033006,NG033
Nigeria,NGA,Rivers,NGA033,Bonny,NGA033007,Bonny,NG033007,NG033
Nigeria,NGA,Rivers,NGA033,Eleme,NGA033009,Eleme,NG033009,NG033
Nigeria,NGA,Rivers,NGA033,Emohua,NGA033010,Emohua,NG033010,NG033
Nigeria,NGA,Rivers,NGA033,Etche,NGA033011,Etche,NG033011,NG033
Nigeria,NGA,Rivers,NGA033,Gokana,NGA033012,Gokana,NG033012,NG033
Nigeria,NGA,Rivers,NGA033,Ikwerre,NGA033013,Ikwerre,NG033013,NG033
Nigeria,NGA,Rivers,NGA033,Khana,NGA033014,Khana,NG033014,NG033
Nigeria,NGA,Rivers,NGA033,Obia/Akpor,NGA033015,Obia/Akpor,NG033015,NG033
Nigeria,NGA,Rivers,NGA033,Ogba/Egbema/Ndoni,NGA033016,Ogba/Egbema/Ndoni,NG033016,NG033
Nigeria,NGA,Rivers,NGA033,Ogu/Bolo,NGA033017,Ogu/Bolo,NG033017,NG033
Nigeria,NGA,Rivers,NGA033,Okrika,NGA033018,Okrika,NG033018,NG033
Nigeria,NGA,Rivers,NGA033,Omumma,NGA033019,Omumma,NG033019,NG033
Nigeria,NGA,Rivers,NGA033,Opobo/Nkoro,NGA033020,Opobo/Nkoro,NG033020,NG033
Nigeria,NGA,Rivers,NGA033,Oyigbo,NGA033021,Oyigbo,NG033021,NG033
Nigeria,NGA,Rivers,NGA033,Port-Harcourt,NGA033022,Port-Harcourt,NG033022,NG033
Nigeria,NGA,Rivers,NGA033,Tai,NGA033023,Tai,NG033023,NG033
Nigeria,NGA,Sokoto,NGA034,Binji,NGA034001,Binji,NG034001,NG034
Nigeria,NGA,Sokoto,NGA034,Bodinga,NGA034002,Bodinga,NG034002,NG034
Nigeria,NGA,Sokoto,NGA034,Dange-Shnsi,NGA034003,Dange-Shnsi,NG034003,NG034
Nigeria,NGA,Sokoto,NGA034,Goronyo,NGA034006,Goronyo,NG034006,NG034
Nigeria,NGA,Sokoto,NGA034,Gawabawa,NGA034005,Gawabawa,NG034005,NG034
Nigeria,NGA,Sokoto,NGA034,Illela,NGA034008,Illela,NG034008,NG034
Nigeria,NGA,Sokoto,NGA034,Isa,NGA034009,Isa,NG034009,NG034
Nigeria,NGA,Sokoto,NGA034,Kebbe,NGA034010,Kebbe,NG034010,NG034
Nigeria,NGA,Sokoto,NGA034,Kware,NGA034011,Kware,NG034011,NG034
Nigeria,NGA,Sokoto,NGA034,Rabah,NGA034012,Rabah,NG034012,NG034
Nigeria,NGA,Sokoto,NGA034,Shagari,NGA034014,Shagari,NG034014,NG034
Nigeria,NGA,Sokoto,NGA034,Silame,NGA034015,Silame,NG034015,NG034
Nigeria,NGA,Sokoto,NGA034,Sokoto North,NGA034016,Sokoto North,NG034016,NG034
Nigeria,NGA,Sokoto,NGA034,Sokoto South,NGA034017,Sokoto South,NG034017,NG034
Nigeria,NGA,Sokoto,NGA034,Tambuwal,NGA034018,Tambuwal,NG034018,NG034
Nigeria,NGA,Sokoto,NGA034,Tureta,NGA034020,Tureta,NG034020,NG034
Nigeria,NGA,Sokoto,NGA034,Wamako,NGA034021,Wamako,NG034021,NG034
Nigeria,NGA,Sokoto,NGA034,Wurno,NGA034022,Wurno,NG034022,NG034
Nigeria,NGA,Sokoto,NGA034,Yabo,NGA034023,Yabo,NG034023,NG034
Nigeria,NGA,Taraba,NGA035,Ardo-Kola,NGA035001,Ardo-Kola,NG035001,NG035
Nigeria,NGA,Taraba,NGA035,Bali,NGA035002,Bali,NG035002,NG035
Nigeria,NGA,Taraba,NGA035,Donga,NGA035003,Donga,NG035003,NG035
Nigeria,NGA,Taraba,NGA035,Gassol,NGA035005,Gassol,NG035005,NG035
Nigeria,NGA,Taraba,NGA035,Ibi,NGA035006,Ibi,NG035006,NG035
Nigeria,NGA,Taraba,NGA035,Jalingo,NGA035007,Jalingo,NG035007,NG035
Nigeria,NGA,Taraba,NGA035,Karin-Lamido,NGA035008,Karin-Lamido,NG035008,NG035
Nigeria,NGA,Taraba,NGA035,Lau,NGA035010,Lau,NG035010,NG035
Nigeria,NGA,Taraba,NGA035,Wukari,NGA035014,Wukari,NG035014,NG035
Nigeria,NGA,Taraba,NGA035,Yorro,NGA035015,Yorro,NG035015,NG035
Nigeria,NGA,Taraba,NGA035,Zing,NGA035016,Zing,NG035016,NG035
Nigeria,NGA,Yobe,NGA036,Bade,NGA036001,Bade,NG036001,NG036
Nigeria,NGA,Yobe,NGA036,Bursari,NGA036002,Bursari,NG036002,NG036
Nigeria,NGA,Yobe,NGA036,Damaturu,NGA036003,Damaturu,NG036003,NG036
Nigeria,NGA,Yobe,NGA036,Fika,NGA036004,Fika,NG036004,NG036
Nigeria,NGA,Yobe,NGA036,Fune,NGA036005,Fune,NG036005,NG036
Nigeria,NGA,Yobe,NGA036,Geidam,NGA036006,Geidam,NG036006,NG036
Nigeria,NGA,Yobe,NGA036,Gujba,NGA036007,Gujba,NG036007,NG036
Nigeria,NGA,Yobe,NGA036,Gulani,NGA036008,Gulani,NG036008,NG036
Nigeria,NGA,Yobe,NGA036,Jakusko,NGA036009,Jakusko,NG036009,NG036
Nigeria,NGA,Yobe,NGA036,Karasuwa,NGA036010,Karasuwa,NG036010,NG036
Nigeria,NGA,Yobe,NGA036,Nangere,NGA036012,Nangere,NG036012,NG036
Nigeria,NGA,Yobe,NGA036,Nguru,NGA036013,Nguru,NG036013,NG036
Nigeria,NGA,Yobe,NGA036,Potiskum,NGA036014,Potiskum,NG036014,NG036
Nigeria,NGA,Yobe,NGA036,Tarmua,NGA036015,Tarmua,NG036015,NG036
Nigeria,NGA,Zamfara,NGA037,Anka,NGA037001,Anka,NG037001,NG037
Nigeria,NGA,Zamfara,NGA037,Bakura,NGA037002,Bakura,NG037002,NG037
Nigeria,NGA,Zamfara,NGA037,Birnin Magaji,NGA037003,Birnin Magaji,NG037003,NG037
Nigeria,NGA,Zamfara,NGA037,Bukkuyum,NGA037004,Bukkuyum,NG037004,NG037
Nigeria,NGA,Zamfara,NGA037,Bungudu,NGA037005,Bungudu,NG037005,NG037
Nigeria,NGA,Zamfara,NGA037,Gummi,NGA037006,Gummi,NG037006,NG037
Nigeria,NGA,Zamfara,NGA037,Gusau,NGA037007,Gusau,NG037007,NG037
Nigeria,NGA,Zamfara,NGA037,Kaura-Namoda,NGA037008,Kaura-Namoda,NG037008,NG037
Nigeria,NGA,Zamfara,NGA037,Maradun,NGA037009,Maradun,NG037009,NG037
Nigeria,NGA,Zamfara,NGA037,Maru,NGA037010,Maru,NG037010,NG037
Nigeria,NGA,Zamfara,NGA037,Shinkafi,NGA037011,Shinkafi,NG037011,NG037
Nigeria,NGA,Zamfara,NGA037,Talata Mafara,NGA037012,Talata Mafara,NG037012,NG037
Nigeria,NGA,Zamfara,NGA037,Tsafe,NGA037013,Tsafe,NG037013,NG037
Nigeria,NGA,Zamfara,NGA037,Zurmi,NGA037014,Zurmi,NG037014,NG037
Nigeria,NGA,Akwa lbom,NGA003,Mbo,NGA003017,Mbo,NG003017,NG003
Nigeria,NGA,Akwa lbom,NGA003,Oron,NGA003025,Oron,NG003025,NG003
Nigeria,NGA,Akwa lbom,NGA003,Udung Uko,NGA003027,Udung Uko,NG003027,NG003
Nigeria,NGA,Cross River,NGA009,Calabar South,NGA009008,Calabar South,NG009008,NG009
Nigeria,NGA,Akwa lbom,NGA003,Ibeno,NGA003008,Ibeno,NG003008,NG003
Nigeria,NGA,Akwa lbom,NGA003,Eastern Obolo,NGA003002,Eastern Obolo,NG003002,NG003
Nigeria,NGA,Rivers,NGA033,Degema,NGA033008,Degema,NG033008,NG033
Nigeria,NGA,Rivers,NGA033,Akuku Toru,NGA033004,Akuku Toru,NG033004,NG033
Nigeria,NGA,Bayelsa,NGA006,Brass,NGA006001,Brass,NG006001,NG006
Nigeria,NGA,Bayelsa,NGA006,Southern Ijaw,NGA006007,Southern Ijaw,NG006007,NG006
Nigeria,NGA,Bayelsa,NGA006,Ekeremor,NGA006002,Ekeremor,NG006002,NG006
Nigeria,NGA,Delta,NGA010,Burutu,NGA010004,Burutu,NG010004,NG010
Nigeria,NGA,Delta,NGA010,Warri South West,NGA010025,Warri South West,NG010025,NG010
Nigeria,NGA,Delta,NGA010,Warri North,NGA010023,Warri North,NG010023,NG010
Nigeria,NGA,Ondo,NGA029,Ilaje,NGA029010,Ilaje,NG029010,NG029
Nigeria,NGA,Lagos,NGA025,Ibeju/Lekki,NGA025009,Ibeju/Lekki,NG025009,NG025
Nigeria,NGA,Lagos,NGA025,Amuwo-Odofin,NGA025004,Amuwo-Odofin,NG025004,NG025
Nigeria,NGA,Lagos,NGA025,Badagry,NGA025006,Badagry,NG025006,NG025
Nigeria,NGA,Ogun,NGA028,Ipokia,NGA028014,Ipokia,NG028014,NG028
Nigeria,NGA,Ogun,NGA028,Egbado North,NGA028004,Egbado North,NG028004,NG028
Nigeria,NGA,Ogun,NGA028,Imeko-Afon,NGA028013,Imeko-Afon,NG028013,NG028
Nigeria,NGA,Oyo,NGA031,Iwajowa,NGA031018,Iwajowa,NG031018,NG031
Nigeria,NGA,Oyo,NGA031,Atigbo,NGA031004,Atigbo,NG031004,NG031
Nigeria,NGA,Kwara,NGA024,Baruten,NGA024002,Baruten,NG024002,NG024
Nigeria,NGA,Niger,NGA027,Borgu,NGA027004,Borgu,NG027004,NG027
Nigeria,NGA,Kebbi,NGA022,Bagudo,NGA022005,Bagudo,NG022005,NG022
Nigeria,NGA,Kebbi,NGA022,Dandi,NGA022008,Dandi,NG022008,NG022
Nigeria,NGA,Kebbi,NGA022,Arewa-Dandi,NGA022002,Arewa-Dandi,NG022002,NG022
Nigeria,NGA,Sokoto,NGA034,Gudu,NGA034007,Gudu,NG034007,NG034
Nigeria,NGA,Sokoto,NGA034,Tangaza,NGA034019,Tangaza,NG034019,NG034
Nigeria,NGA,Sokoto,NGA034,Gada,NGA034004,Gada,NG034004,NG034
Nigeria,NGA,Sokoto,NGA034,Sabon Birni,NGA034013,Sabon Birni,NG034013,NG034
Nigeria,NGA,Katsina,NGA021,kaita,NGA021018,kaita,NG021018,NG021
Nigeria,NGA,Katsina,NGA021,Jibia,NGA021016,Jibia,NG021016,NG021
Nigeria,NGA,Katsina,NGA021,Mashi,NGA021027,Mashi,NG021027,NG021
Nigeria,NGA,Katsina,NGA021,Mai'Adua,NGA021024,Mai'Adua,NG021024,NG021
Nigeria,NGA,Katsina,NGA021,Zango,NGA021034,Zango,NG021034,NG021
Nigeria,NGA,Katsina,NGA021,Baure,NGA021004,Baure,NG021004,NG021
Nigeria,NGA,Jigawa,NGA018,Sule-Tankarkar,NGA018025,Sule-Tankarkar,NG018025,NG018
Nigeria,NGA,Jigawa,NGA018,Maigatari,NGA018020,Maigatari,NG018020,NG018
Nigeria,NGA,Yobe,NGA036,Machina,NGA036011,Machina,NG036011,NG036
Nigeria,NGA,Yobe,NGA036,Yusufari,NGA036017,Yusufari,NG036017,NG036
Nigeria,NGA,Yobe,NGA036,Yunusari,NGA036016,Yunusari,NG036016,NG036
Nigeria,NGA,Borno,NGA008,Mobbar,NGA008023,Mobbar,NG008023,NG008
Nigeria,NGA,Borno,NGA008,Abadam,NGA008001,Abadam,NG008001,NG008
Nigeria,NGA,Borno,NGA008,Kukawa,NGA008017,Kukawa,NG008017,NG008
Nigeria,NGA,Borno,NGA008,Monguno,NGA008024,Monguno,NG008024,NG008
Nigeria,NGA,Borno,NGA008,Ngala,NGA008025,Ngala,NG008025,NG008
Nigeria,NGA,Borno,NGA008,Kala/Balge,NGA008015,Kala/Balge,NG008015,NG008
Nigeria,NGA,Borno,NGA008,Bama,NGA008003,Bama,NG008003,NG008
Nigeria,NGA,Borno,NGA008,Gwoza,NGA008011,Gwoza,NG008011,NG008
Nigeria,NGA,Adamawa,NGA002,Madagali,NGA002010,Madagali,NG002010,NG002
Nigeria,NGA,Adamawa,NGA002,Michika,NGA002013,Michika,NG002013,NG002
Nigeria,NGA,Adamawa,NGA002,Mubi North,NGA002014,Mubi North,NG002014,NG002
Nigeria,NGA,Adamawa,NGA002,Mubi South,NGA002015,Mubi South,NG002015,NG002
Nigeria,NGA,Adamawa,NGA002,Maiha,NGA002011,Maiha,NG002011,NG002
Nigeria,NGA,Adamawa,NGA002,Fufore,NGA002002,Fufore,NG002002,NG002
Nigeria,NGA,Adamawa,NGA002,Jada,NGA002008,Jada,NG002008,NG002
Nigeria,NGA,Adamawa,NGA002,Ganaye,NGA002003,Ganaye,NG002003,NG002
Nigeria,NGA,Adamawa,NGA002,Toungo,NGA002019,Toungo,NG002019,NG002
Nigeria,NGA,Taraba,NGA035,Gashaka,NGA035004,Gashaka,NG035004,NG035
Nigeria,NGA,Taraba,NGA035,Sardauna,NGA035011,Sardauna,NG035011,NG035
Nigeria,NGA,Taraba,NGA035,Kurmi,NGA035009,Kurmi,NG035009,NG035
Nigeria,NGA,Taraba,NGA035,Ussa,NGA035013,Ussa,NG035013,NG035
Nigeria,NGA,Taraba,NGA035,Takum,NGA035012,Takum,NG035012,NG035
Nigeria,NGA,Benue,NGA007,Kwande,NGA007011,Kwande,NG007011,NG007
Nigeria,NGA,Cross River,NGA009,Obanliku,NGA009012,Obanliku,NG009012,NG009
Nigeria,NGA,Cross River,NGA009,Boki,NGA009007,Boki,NG009007,NG009
Nigeria,NGA,Cross River,NGA009,Etung,NGA009010,Etung,NG009010,NG009
Nigeria,NGA,Cross River,NGA009,Akamkpa,NGA009002,Akamkpa,NG009002,NG009
Nigeria,NGA,Cross River,NGA009,Bakassi,NGA009004,Bakassi,NG009004,NG009
Nigeria,NGA,Cross River,NGA009,Akpabuyo,NGA009003,Akpabuyo,NG009003,NG009
Nigeria,NGA,Lagos,NGA025,Eti-Osa,NGA025008,Eti-Osa,NG025008,NG025
Nigeria,NGA,Lagos,NGA025,Ikorodu,NGA025012,Ikorodu,NG025012,NG025
Nigeria,NGA,Lagos,NGA025,Kosofe,NGA025013,Kosofe,NG025013,NG025
Nigeria,NGA,Lagos,NGA025,Lagos Island,NGA025014,Lagos Island,NG025014,NG025
Nigeria,NGA,Lagos,NGA025,Lagos Mainland,NGA025015,Lagos Mainland,NG025015,NG025
Nigeria,NGA,Lagos,NGA025,Shomolu,NGA025019,Shomolu,NG025019,NG025
